SCC,data.category.text,scc.level.one.text,scc.level.three.text,scc.level.two.text,sector.text,tier.1.description.text,tier.1.2.3.text,tier.2.description.text,naics.sector,naics.subsector,naics.summary,naics.industry
30400120,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400121,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400130,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400131,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400132,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Storage and Transfer,Storage & Transport,09 Storage & Transport|11 Bulk Materials Storage|99 Other,Bulk Materials Storage,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400133,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400134,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400135,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400136,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400137,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400138,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400150,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400160,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400199,Point,Industrial Processes,Aluminum,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|04 Aluminum,Non-Ferrous Metals Processing,Manufacturing,Primary metals,Nonferrous metal production and processing and foundries,Alumina refining and primary aluminum production
30400204,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400207,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400208,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400209,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400210,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400211,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400212,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400213,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400214,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400215,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|01 Copper,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
30400216,Point,Industrial Processes,Copper,Secondary Metal Production,Industrial Processes - Non-ferrous Metals,Metals Processing,05 Metals Processing|01 Non-Ferrous Metals Processing|99 Other,Non-Ferrous Metals Processing,Manufacturing,Primary metals,No attribution,No attribution
